Scientific name,Name status,Group,Source database
"Farciminellum  atlanticum    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Farciminellum  hexagonum    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Farciminellum  lineare    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Farrella  repens    (Farre, 1837)","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  bellis    MacGillivray, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  digitata    Busk, 1875","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  fruticosa    MacGillivray, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  laevis    MacGillivray, 1891","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  maeandrina    Borg, 1944","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  pacifica    Osburn, 1953","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  parva    Moyano, 1974","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  ramosa    d'Orbigny, 1842","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculipora  yesoensis    Mawatari & Mawatari, 1974","accepted name","Animalia","WoRMS Bryozoa"
"Fasciculiporoides  americana    (d'Orbigny, 1842)","accepted name","Animalia","WoRMS Bryozoa"
"Fatkullina  paradoxa    Grischenko, Gordon & Taylor, 1998","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  adunca    Dick, Tilbrook & Mawatari, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  candida    Gordon & Taylor, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  holdsworthii    (Busk, 1875)","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  marmorosa    Gordon & Taylor, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  nanozoifera    (Moyano, 1982)","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  otagoensis    (Taylor, Schembri & Cook, 1989)","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  rosea    Gordon & Taylor, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  rugosa    MacGillivray, 1885","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  tincta    Gordon & Taylor, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Favosipora  watersi    (Borg, 1944)","accepted name","Animalia","WoRMS Bryozoa"
"Favosthimosia  milleporoides    (Calvet, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Fedora  edwardsi    Jullien, 1882","accepted name","Animalia","WoRMS Bryozoa"
"Fedora  nodosa    Silén, 1947","accepted name","Animalia","WoRMS Bryozoa"
"Fedora  ovum    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Fedora  platydiscus    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Fedorella  minima    Silén, 1947","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  acuticosta    Roemer, 1860","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  agrestis    Pocta, 1894","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  albionensis    Spencer, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  altaica    Tolmatchoff, 1924","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  angusta    Steininger, 1849","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  aperta    Hall, 1887","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  arkonensis    Whiteaves, 1898","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  artiensis    (Stuckenberg, 1895)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  barrisi    (McNair, 1940)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  biarmica    Schulga-Nesterenko, 1936","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  bifurcata    Roemer, 1856","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  buguniensis    Nikiforova, 1948","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  cestriensis    Ulrich, 1890","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  cestriensis  turkestanica  Nikiforova, 1948","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  compressa    Ulrich, 1890 non Hall, 1879","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  compressa  aksanensis  Nikiforova, 1948","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  compressa  elongata  Cumings, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  compressa  kaindiensis  Nikiforova, 1948","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  confusa    Nikiforova, 1948","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  crassesaeptata    Gortani, 1911","accepted name","Animalia","WoRMS Bryozoa"
"Fenestella  koksaensis    Nikiforova, 1948","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrellina  cyclofenestrata    Condra, 1902","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  ampla    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  amplissima    Hayward, 1980","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  antarctica    Hayward & Thorpe, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  asturiasensis    Alvarez, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  barrosoi    Alvarez, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  blaggae    (Soule, Soule & Chaney, 1995)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  bullata    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  candida    (MacGillivray, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  caseola    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  catastictos    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  cervicornis    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  cornuta    (d'Orbigny, 1841)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  crystallina    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  delicia    Winston, Hayward & Craig, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  dictyota    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  disjuncta    (Hincks, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  dupla    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  elevora    Florence, Hayward & Gibbons, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  eopacifica    (Soule, Soule & Chaney, 1995)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  epiphytica    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  exigua    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  farnsworthi    Soule, Soule & Chaney, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  fritilla    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  gelasinoides    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  harmeri    Winston & Heimberg, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  horrida    Moyano, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  incompta    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  incusa    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  indigena    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  inesae    Souto, Reverter-Gil & Fernández-Pulpeiro, 2010","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  infundibulipora    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  joannae    (Calvet, 1902)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  jocunda    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  littoralis    Gordon, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  majuscula    Hayward, 1980","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  malusii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  marioni    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  microstoma    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  miramara    (Soule, Soule & Chaney, 1995)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  morrisae    (Soule, Soule & Chaney, 1995)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  multicava    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  mutabilis    (Hastings, 1932)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  orientalis    Liu & Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  parvipora    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  personata    (MacGillivray, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  porosa    Canu & Bassler, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  proxima    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  pulchra    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  pumicosa    Branch & Hayward, 2005","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  reticularis    Liu & Hu, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  reticulata    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  rugula    Hayward & Ryland, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  sinica    Liu & Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  specca    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  thyreophora    (Busk, 1857)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  tongassorum    (Dick, Grischenko & Mawatari, 2005)","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  umbonata    O'Donoghue & O'Donoghue, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Fenestrulina  vivianii    Moyano, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Fenestulipora  cassiformis    (Harmer, 1915)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  ampla    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  biporosa    (Okada, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  carinata    (Waters, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  clithridiata    (Waters, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  contraria    Lagaaij, 1963","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  discors    Hayward & Taylor, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  figularis    (Johnston, 1847)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  figularis  japonica  Silén, 1941","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  fissa    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  fissurata    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  hilli    Osburn, 1950","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  jucunda    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  mernae    Uttley & Bullivant, 1972","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  ortmanni    Silén, 1941","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  pelmatifera    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  philomela    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  pulcherrima    Tilbrook, Hayward & Gordon, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  quaylei    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  speciosa    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  tahitiensis    (Waters, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Figularia  triangula    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Filaguria  lithocrustata    Branch & Hayward, 2005","accepted name","Animalia","WoRMS Bryozoa"
"Filaguria  spatulata    (Calvet, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Filicavea  dactylus    (d'Orbigny, 1850)","accepted name","Animalia","WoRMS Bryozoa"
"Filicrisia  allooeciata    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Filicrisia  franciscana    (Robertson, 1910)","accepted name","Animalia","WoRMS Bryozoa"
"Filicrisia  geniculata    (Milne Edwards, 1838)","accepted name","Animalia","WoRMS Bryozoa"
"Filicrisia  smitti    (Kluge, 1946)","accepted name","Animalia","WoRMS Bryozoa"
"Filifascigera  clarionensis    Osburn, 1953","accepted name","Animalia","WoRMS Bryozoa"
"Filifascigera  fasciculata    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Filifascigera  parvipora    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Filifascigera  pluripora    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  calypso    Buge, 1979","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  discreta    Calvet, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  elegans    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  gracilis    Brood, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  profunda    Harmelin & d'Hondt, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  rugosa    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  rustica    (d'Orbigny, 1853)","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  sinuosa    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Filisparsa  solida    Calvet, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  acuta    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  acutirostris    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  arculifera    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  asper    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  elegans    d'Orbigny, 1851","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  irregularis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  lenticularis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  lingua    Silén, 1947","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  pisiformis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  planata    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  pusilla    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  tuberosa    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flabellopora  umbonata    (Haswell, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Floridina  antiqua    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Floridina  parvicella    Canu & Bassler, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Floridinella  parvula    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Flosculipora  pygmaea    MacGillivray, 1887","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  anguloavicularis    Kluge, 1961","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  capitata    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  digitata    Packard, 1867","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  foliacea    (Linnaeus, 1758)","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  italica    Spallanzani, 1801","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  nordenskjoldi    Kluge, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  pedunculata    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Flustra  separata    Waters, 1888","accepted name","Animalia","WoRMS Bryozoa"
"Flustramorpha  angusta    Hayward & Cook, 1979","accepted name","Animalia","WoRMS Bryozoa"
"Flustramorpha  flabellaris    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Flustramorpha  marginata    Krauss, 1837","accepted name","Animalia","WoRMS Bryozoa"
"Flustrapora  magellanica    Moyano, 1970","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellaria  whiteavesi    (Norman, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  akkeshiensis    Mawatari, 1971","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  aspinosa    (Mawatari, 1953)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  cervicornis    (Robertson, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  corniculata    (Smitt, 1872)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  filispinia    Mawatari, 1971","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  gigantea    (Silén, 1947)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  hispida    (O. Fabricius, 1780)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  kurilensis    (Mawatari, 1953)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  prouhoi    d'Hondt, 1974","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  spinifera    (O'Donoghue & O'Donoghue, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  stolonifera    (Okada, 1921)","accepted name","Animalia","WoRMS Bryozoa"
"Flustrellidra  vegae    (Silén, 1947)","accepted name","Animalia","WoRMS Bryozoa"
"Fodinella  calyciformis    (Philipps, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Fodinella  spinigera    (Philipps, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Fodinella  tuberculata    (Philipps, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Formosocellaria  magnifica    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Foveolaria  elliptica    Busk, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Foveolaria  falcifera    Busk, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Foveolaria  imbricata    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Foveolaria  orbicularis    Busk, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Foveolaria  retiformis    Harmer, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Foveolaria  terrifica    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Franzenella  limicola    (Franzen, 1960)","accepted name","Animalia","WoRMS Bryozoa"
"Franzenella  monniotae    (d'Hondt, 1975)","accepted name","Animalia","WoRMS Bryozoa"
"Franzenella  radicans    (d'Hondt & Hayward, 1981)","accepted name","Animalia","WoRMS Bryozoa"
"Fredericella  australiensis    Goddard, 1909","accepted name","Animalia","WoRMS Bryozoa"
"Fredericella  browni    Rogick, 1945","accepted name","Animalia","WoRMS Bryozoa"
"Fredericella  indica    Annandale, 1909","accepted name","Animalia","WoRMS Bryozoa"
"Fredericella  sultana    Blumenbach, 1779","accepted name","Animalia","WoRMS Bryozoa"
"Fredericella  sultana  crenulata  Marcus, 1946","accepted name","Animalia","WoRMS Bryozoa"
"Fredericella  sultana  jordanica  Annandale, 1913","accepted name","Animalia","WoRMS Bryozoa"
"Frondipora  gracilis    Canu & Bassler, 1930","accepted name","Animalia","WoRMS Bryozoa"
"Frondipora  masatierrensis    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Frondipora  palmata    Busk, 1875","accepted name","Animalia","WoRMS Bryozoa"
"Frondipora  verrucosa    (Lamouroux, 1821)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  adherens    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  bipatens    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  bispiramina    (Hayward & Cook, 1979)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  brevissimus    (Hayward, 1981)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  bullatus    Hayward, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  californica    (Osburn, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  circella    (Hayward & Cook, 1979)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  fayalensis    (Waters, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  juanfernandensis    Moyano, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  lageniporoides    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  marionensis    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  megaporus    Moyano, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  mimicus    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  novella    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  patagonicus    Hayward, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  pentagonus    (d'Orbigny, 1842)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  polyporus    (Brown, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  porcellanicus    (Hutton, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  rabidus    Jullien, 1903","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  reteporelliformis    (Moyano, 1983)","accepted name","Animalia","WoRMS Bryozoa"
"Galeopsis  victoriensis    (Kirkpatrick, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Galiciapora  unica    Souto, Berning & Ostrovsky, 2016","accepted name","Animalia","WoRMS Bryozoa"
"Gemellipora  adherens    Cook, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Gemellipora  eburnea    Smitt, 1873","accepted name","Animalia","WoRMS Bryozoa"
"Gemellipora  galiciae    Souto, Berning & Ostrovsky, 2016","accepted name","Animalia","WoRMS Bryozoa"
"Gemellipora  minutipora    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Gemellipora  punctata    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporella  aviculifera    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporella  globulifera    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporella  inflata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporella  monilia    (Osburn, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  aculeata    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  belikina    Winston, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  colombiensis    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  lata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  magniporosa    (Canu & Bassler, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  multilamellosa    (Canu & Bassler, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  ornatissima    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  pertusa    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporidra  typica    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Gemelliporina  glabra    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Gephyrophora  rubra    Osburn, 1940","accepted name","Animalia","WoRMS Bryozoa"
"Gephyrotes  nitidopunctata    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  birostris    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  foraminosa    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  kirkpatricki    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  oropiscis    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  polymorpha    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  profunda    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  proximalis    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  proximalis  hispida  d'Hondt, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  pupa    (Jullien, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  spiculifera    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Gigantopora  verrucosissima    Moyano, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  africana    (Hayward & Cook, 1983)","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  corbula    Bishop & Househam, 1987","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  cristata    (Harmelin, 1978)","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  orientalis    Harmelin, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  orientalis  azorensis  Harmelin, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  orientalis  lusitanica  Harmelin, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Glabrilaria  pedunculata    (Gautier, 1956)","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  crassistoma    Mather, 1915","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  elegans    (Prout, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  incrustans    Coryell in Morgan, 1924","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  keyserlingi    (Prout, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  michelinia    (Prout, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  plumosa    (Prout, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Glyptopora  stonewallensis    Coryell in Morgan, 1924","accepted name","Animalia","WoRMS Bryozoa"
"Gontarella  gigantea    Grischenko, Taylor & Mawatari, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Grammascosoecia  porosa    Canu & Bassler, 1922","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  corbula    Seo, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  gregaria    (Heller, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  inarmata    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  incrustans    (Silén, 1941)","accepted name","Animalia","WoRMS Bryozoa"
