Scientific name,Name status,Group,Source database
"Gregarinidra  rhizophora    (Ortmann, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  serrata    (MacGillivray, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  spinuligera    (Hincks, 1891)","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  variabilis    (Moyano, 1974)","accepted name","Animalia","WoRMS Bryozoa"
"Gregarinidra  vegae    (Silén, 1941)","accepted name","Animalia","WoRMS Bryozoa"
"Hagiosynodos  hadros    Hayward & McKinney, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Hagiosynodos  kirchenpaueri    (Heller, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Hagiosynodos  kirchenpaueri  tregoubovii  Gautier, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Hagiosynodos  latus    (Busk, 1856)","accepted name","Animalia","WoRMS Bryozoa"
"Hagiosynodos  strophiae    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Hagiosynodos  tregouboffi    (Gautier, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Halophila  antillaea    Winston, 2005","accepted name","Animalia","WoRMS Bryozoa"
"Halophila  johnstonae    Gray, 1843","accepted name","Animalia","WoRMS Bryozoa"
"Halophila  johnstoniae    (Gray, 1843)","accepted name","Animalia","WoRMS Bryozoa"
"Halophila  longicauda    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Halophila  longissima    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  bimucronatum    (Moll, 1803)","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  bimucronatum  occiduum  (Waters, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  graniferum    (Johnston, 1847)","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  graniferum  carinatum  (Calvet, 1902)","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  impressum    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  planum    Ryland, 1963","accepted name","Animalia","WoRMS Bryozoa"
"Haplopoma  sciaphilum    Silén & Harmelin, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Haplota  clavata    (Hincks, 1857)","accepted name","Animalia","WoRMS Bryozoa"
"Harmelinopora  indistincta    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Harmelinopora  plana    Brood, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Harmeria  scutulata    (Busk, 1855)","accepted name","Animalia","WoRMS Bryozoa"
"Harmeriella  terebrans    Borg, 1940","accepted name","Animalia","WoRMS Bryozoa"
"Harpagozoon  dissidens    (Gordon & d'Hondt, 1997)","accepted name","Animalia","WoRMS Bryozoa"
"Harpagozoon  minutus    (Gordon, 1989)","accepted name","Animalia","WoRMS Bryozoa"
"Harpecia  spinosissima    (Calvet, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Hastingsia  gracilis    (MacGillivray, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Hastingsia  irregularis    Borg, 1944","accepted name","Animalia","WoRMS Bryozoa"
"Hastingsia  pygmacea    Borg, 1944","accepted name","Animalia","WoRMS Bryozoa"
"Hastingsia  pygmaea    Borg, 1944","accepted name","Animalia","WoRMS Bryozoa"
"Haswelliporina  brevitubulata    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Haswelliporina  multiaviculata    (Gordon, 1984)","accepted name","Animalia","WoRMS Bryozoa"
"Haswelliporina  quinaria    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Haswelliporina  vaubani    (d'Hondt, 1986)","accepted name","Animalia","WoRMS Bryozoa"
"Haswelliporina  venusta    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Hayamiellina  constans    Grischenko & Gordon, 2004","accepted name","Animalia","WoRMS Bryozoa"
"Haywardozoon  atlantae    d'Hondt & Hayward, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Haywardozoon  inarmatum    (Hayward, 1978)","accepted name","Animalia","WoRMS Bryozoa"
"Heliodoma  implicata    Calvet, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Helixotionella  rubra    (Bretnall, 1922)","accepted name","Animalia","WoRMS Bryozoa"
"Helixotionella  scutata    Cook & Chimonides, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Helixotionella  spiralis    (Chapman, 1913)","accepted name","Animalia","WoRMS Bryozoa"
"Hellerasca  haywardi    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  collarina    Canu & Lecointre, 1930","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  dentata    Lopez & Garcia, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  discrepans    (Jullien in Jullien & Calvet, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  emucronata    (Smitt, 1872)","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  labiosa    (Jullien, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  labrata    Hayward, 1994","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  multispinata    (Busk, 1861)","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  polita    (Norman, 1864)","accepted name","Animalia","WoRMS Bryozoa"
"Hemicyclopora  polita  mucronata  Ryland, 1963","accepted name","Animalia","WoRMS Bryozoa"
"Hemipustulopora  harmeri    Brood, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Hemiseptella  africana    Canu & Bassler, 1930","accepted name","Animalia","WoRMS Bryozoa"
"Hemiseptella  labiata    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  corallinea    Soule & Soule, 1973","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  ennea    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  hexaspinosa    (Uttley & Bullivant, 1972)","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  osburni    Soule & Soule, 1973","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  taiwanensis    Gluhak, Lewis & Popijak, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  transporifera    (Powell, 1967)","accepted name","Animalia","WoRMS Bryozoa"
"Hemismittoidea  waiorensis    Guha & Gopikrishna, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Herentia  andreasi    Berning, Tilbrook & Rosso, 2008","accepted name","Animalia","WoRMS Bryozoa"
"Herentia  hyndmanni    (Johnston, 1847)","accepted name","Animalia","WoRMS Bryozoa"
"Herentia  majae    Berning, Tilbrook & Rosso, 2008","accepted name","Animalia","WoRMS Bryozoa"
"Hesychoxenia  praelonga    (MacGillivray, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Hesyxochenia  praelonga    (MacGillivray, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Heterooecium  amplectens    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Heterooecium  brevispina    Levinsen, 1909","accepted name","Animalia","WoRMS Bryozoa"
"Heteropora  alaskensis    Borg, 1933","accepted name","Animalia","WoRMS Bryozoa"
"Heteropora  chilensis    Moyano, 1973","accepted name","Animalia","WoRMS Bryozoa"
"Heteropora  japonica    Androsova, 1965","accepted name","Animalia","WoRMS Bryozoa"
"Heteropora  urupae    Gontar, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Hexagonella  perillustris    Gorjunova, 1975","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  aequicornua    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  bidenticulata    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  ferox    (MacGillivray, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  intermedia    (Kirkpatrick, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  jucunda    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  pleuroaviculata    (Liu, 1991)","accepted name","Animalia","WoRMS Bryozoa"
"Hiantopora  radicifera    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  antarcticum    (Calvet, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  cheethami    d'Hondt, 1977","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  clavulum    Hayward, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  crassiavicularium    d'Hondt & Gordon, 1999","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  dissimile    d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  dissimile  bicuspidatum  d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  dissimile  rostratum  d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  elatior    David & Pouyet, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  emaciatum    Harmer, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  exile    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  gemellum    d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  inflatum    Hayward, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  leontodon    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  leontodon  cornuta  (Hasenbank, 1932)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  macilentum    Hayward, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  margaritiferum    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  mirabilis    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  obtusum    Hastings, 1943","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  sinuosum    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  taurinum    Harmer, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoum  variabilis    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Himantozoumella  amaltheae    d'Hondt & Schopf, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  alba    O'Donoghue & O'Donoghue, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  amploavicularia    Gontar, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  flustroides    (Hincks, 1877)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  flustroides  crassispinata  Gautier, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  gothica    Osburn, 1953","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  longiavicularia    Gontar, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  longispinosa    Harmelin & d'Hondt, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  onychocelloides    Mawatari, 1956","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  pacifica    Osburn, 1950","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  pallida    (Hincks, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  periporosa    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  polacantha    O'Donoghue & O'Donoghue, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Hincksina  sceletos    (Busk, 1858)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksinoflustra  denticulata    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksinoflustra  denticulata  brevimandibulata  (Hasenbank, 1932)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksinoflustra  octodon    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksipora  armata    (Androsova, 1958)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksipora  simplex    (Kluge, 1955)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksipora  spinulifera    (Hincks, 1889)","accepted name","Animalia","WoRMS Bryozoa"
"Hincksipora  stenostoma    (Smitt, 1872)","accepted name","Animalia","WoRMS Bryozoa"
"Hippadenella  falklandensis    Hayward, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Hippadenella  floridana    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Hippadenella  inerma    (Calvet, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Hippadenella  margaritifera    (Lamouroux, in Quoy & Gaimard, 1825)","accepted name","Animalia","WoRMS Bryozoa"
"Hippadenella  rouzaudi    (Calvet, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  acutirostris    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  adhaerens    (Thornely, 1906)","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  costifera    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  depressa    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  dorbignyana    Moyano, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  imperfecta    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  inarmata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  latisinuata    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  ovicellata    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  rostrigera    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  setiformis    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Hippaliosina  triforma    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Hippellozoon  mediterraneum    (Waters, 1895)","accepted name","Animalia","WoRMS Bryozoa"
"Hippellozoon  novaezelandiae    (Waters, 1895)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  avicularis    (Livingstone, 1926)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  bituberosa    Brown, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  chepigae    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  fissurata    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  flava    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  gigantica    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  mitzopoulosi    Kühn, 1936","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  mortenseni    Marcus, 1938","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  mucronelliformis    (Waters, 1899)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  porosa    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  repugnans    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  rudicula    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  semilaevis    (Reuss, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomenella  vellicata    (Hutton, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  borealis    (Waters, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  flexuosa    (Hutton, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  formosa    (MacGillivray, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  gymnae    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  parvicapitata    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  pellucidula    Hayward & Ryland, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  praeclara    (MacGillivray, 1895)","accepted name","Animalia","WoRMS Bryozoa"
"Hippomonavella  ramosae    López de la Cuadra & García-Gómez, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Hippopleurifera  belizae    Winston, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Hippopleurifera  mucronata    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Hippopleurifera  philippinensis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Hippopleurifera  pulchra    (Manzoni, 1870)","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  adunca    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  ambita    (Hayward, 1974)","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  bernardi    Lagaaij, 1963","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  bilamellata    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  californica    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  feegeensis    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  iririkiensis    Tilbrook, 1999","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  irregularis    Osburn, 1940","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  pectoralis    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  pulcherrima    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Hippopodina  tahitiensis    (Leca & d'Hondt, 1993)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  fastigatoavicularis    Kluge, 1955","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  hippopus    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  kurilensis    (Gontar, 1979)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  labiata    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  multiavicularia    (Androsova, 1958)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  nitescens    (Hincks, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  obesa    (Waters, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  parva    (Androsova, 1958)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  pusilla    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporella  rimata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  calcarea    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  daedala    Gontar, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  dictyota    Ryland, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  granulosa    Canu & Bassler, 1930","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  littoralis    Cook, 1964","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  lusitania    Taylor & Cook, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  orientalis    Gontar, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  picardi    Gautier, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  senegambiensis    (Carter, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  spiculifera    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporidra  truculenta    Dick & Ross, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  acuta    Cook, 1964","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  ampla    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  apertura    (Osburn, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  aulacomyae    Lopez Gappa, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  cancellata    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  caribaea    Winston, 2005","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  chilota    Moyano, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  dentata    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  elegans    (MacGillivray, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Hippoporina  elegans    Lu, 1991","accepted name","Animalia","WoRMS Bryozoa"
